"gender","race/ethnicity","parental level of education","lunch","test preparation course","math score","reading score","writing score"
"male","group E","some college","free/reduced","none","54","52","49"
"female","group E","some high school","standard","completed","61","57","66"
"female","group E","associate's degree","free/reduced","none","65","71","66"
"female","group D","some high school","standard","none","71","75","81"
"male","group C","high school","standard","none","59","60","59"
"male","group B","some high school","standard","completed","90","70","74"
"male","group C","high school","standard","none","67","60","54"
"male","group A","high school","free/reduced","none","62","59","52"
"female","group E","associate's degree","standard","none","78","83","74"
"male","group C","high school","standard","none","53","52","49"
"female","group D","some high school","standard","completed","74","78","80"
"female","group D","associate's degree","free/reduced","none","35","58","55"
"female","group C","some college","standard","completed","71","75","76"
"female","group D","some high school","standard","none","59","80","79"
"male","group C","associate's degree","free/reduced","none","66","68","64"
"female","group C","bachelor's degree","free/reduced","completed","33","55","58"
"male","group C","some high school","free/reduced","none","35","45","34"
"female","group D","associate's degree","free/reduced","none","69","74","75"
"male","group E","associate's degree","standard","none","95","91","89"
"female","group C","some high school","free/reduced","completed","64","85","80"
"male","group D","associate's degree","standard","none","97","87","82"
"female","group D","some college","standard","completed","76","89","93"
"male","group B","associate's degree","standard","none","91","75","71"
"male","group B","associate's degree","standard","none","64","64","62"
"male","group C","some college","standard","none","79","77","68"
"male","group C","associate's degree","free/reduced","completed","64","64","67"
"male","group D","master's degree","free/reduced","completed","68","76","75"
"male","group A","some college","standard","none","69","66","63"
"male","group E","associate's degree","standard","none","100","94","92"
"male","group E","master's degree","standard","none","90","75","79"
"female","group A","some high school","standard","completed","56","74","76"
"female","group C","master's degree","standard","none","74","72","79"
"female","group B","some high school","standard","none","52","70","68"
"female","group D","some college","standard","none","98","99","94"
"female","group A","some college","standard","completed","54","57","59"
"male","group D","some college","standard","none","72","70","64"
"female","group A","some college","standard","none","38","43","41"
"female","group A","high school","free/reduced","none","28","40","38"
"female","group C","high school","standard","none","77","76","77"
"male","group D","high school","standard","none","91","84","77"
"female","group E","high school","standard","completed","76","86","87"
"male","group D","some college","free/reduced","completed","77","72","76"
"female","group D","associate's degree","free/reduced","completed","66","79","80"
"female","group C","some high school","standard","completed","62","56","64"
"male","group B","some high school","free/reduced","none","52","50","40"
